"CollectorNo","Barcode","CollectionNo","AddlNo","URB_No","Family","Genus","Species","Infraspecific rank","ScientificNameAuthorship","Qualifiers","TaxonomyNotes","NewReport","Type","TypeName","Stage","HostFam","HostSubFam","HostGen","HostSp","HostScientificNameAuthorship","28S","CO3","EF1a","ITS","SSU","HOST seq","Genome","Pub","Year","Day-Month","Country","StateProvince","City","Locale","Lat","Long","elev m","collection notes","Sources","Collector","Mycoparasites present","Photos","Reference","decade","decade_label"
"67658","PUR008889","48975",NA,NA,"Coleosporiaceae","Coleosporium","verbesinae",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Verbesina","hypoglauca",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1939,"45722","Guatemala","Quetzaltenango",NA,"Slopes of Volcan de Santa Maria, above Palojunoj","14.74122","-91.663939999999997","2400-3768",NA,NA,NA,NA,NA,NA,1930,"1930s"
"772","PUR014771","874",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Stevia","lucida",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1917,"45680","Guatemala","Huehuetenango",NA,NA,"15.666667","-91.583332999999996","1880",NA,NA,NA,NA,NA,NA,1910,"1910s"
"1455","PUR014770","49368",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Stevia","lucida",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1939,"45667","Guatemala","Quiche","Sacapulas",NA,"15.286670000000001","-91.087220000000002",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"5450","PUR016683","226",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","macrocalyx",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1906,"45676","Guatemala","Solola","Laguna (Lake Amatitlan)",NA,"14.472030999999999","-90.631429999999995","1200",NA,NA,NA,NA,NA,NA,1900,"1900s"
"5408","PUR016684","227",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","macrocalyx",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1906,"45677","Guatemala","Solola","Laguna (Lake Amatitlan)",NA,"14.472030999999999","-90.631429999999995","1203.96",NA,NA,NA,NA,NA,NA,1900,"1900s"
NA,"PUR014759","864",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Hebeclinium","macrophyllum",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1903,"45708","Nicaragua","Granada","Volcan Mombacho",NA,"11.929883999999999","-85.956018","780-900",NA,NA,NA,NA,NA,NA,1900,"1900s"
"2709",NA,"51440",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1947,"45676","El Salvador","Ahuachapan","near Ataco",NA,"13.844282","-89.917113999999998","1200-1400",NA,NA,NA,NA,NA,NA,1940,"1940s"
"314","PUR014122","796",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"46020","Costa Rica","Alajuela","Orotina",NA,"9.9046450000000004","-83.802757999999997",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"89716","PUR014146","50091",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1941,"45740","Guatemala","Alta Verapaz",NA,"Along Quiche highway about 12 km. W of San Cristobal","15.593558","-90.217023999999995","1100",NA,NA,NA,NA,NA,NA,1940,"1940s"
"25571","PUR014156","826",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45962","Panama","Balboa","Canal Zone",NA,"9.0833329999999997","-79.716667000000001",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"4041","PUR014121","48608",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45872","Belize","Cayo","San Agustin",NA,"17.15605","-89.060239999999993",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"3926","PUR014192","48610",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45864","Belize","Cayo","San Agustin",NA,"17.15605","-89.060239999999993",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"JRH301",NA,"BPI864106","JRH 2004-101",NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,FALSE,FALSE,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,2004,"45986","Panama","Chiriqui","Volcan",NA,"8.7746580000000005","-82.638193000000001","1396",NA,"field collection","Hernandez, Jose",NA,FALSE,NA,2000,"2000s"
"JRH325",NA,"BPI864107","JRH 2004-125",NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,FALSE,FALSE,NA,"II","Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,2004,"45987","Panama","Chiriqui","Boquete",NA,"8.7868999999999993","-82.460999999999999","1387",NA,"field collection","Hernandez, Jose",NA,FALSE,NA,2000,"2000s"
"6388","PUR014150","51313",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1947,"45741","Honduras","Comayagua","vicinity of Siguatepeque",NA,"14.6","-87.833332999999996","1050",NA,NA,NA,NA,NA,NA,1940,"1940s"
"JRH161",NA,"BPI863612","JRH 2003-161",NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,FALSE,FALSE,NA,"II","Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,2003,"45991","Costa Rica","Guanacaste","Parque Nacional Rincón de la Vieja",NA,"10.767172","-85.349176","727",NA,"field collection","Hernandez, Jose",NA,FALSE,NA,2000,"2000s"
"5362","PUR014141","801",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1905,"45731","Guatemala","Izabal","Los Amates",NA,"15.466666999999999","-88.833332999999996","90",NA,NA,NA,NA,NA,NA,1900,"1900s"
"73055","PUR014147","49020",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1939,"45772","Guatemala","Izabal",NA,"near Puerto Barrios, at sea level","15.466666999999999","-88.833332999999996",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"76689","PUR014145","50088",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45968","Guatemala","Jalapa",NA,"vicinity of Jalapa","14.616429999999999","-89.842983000000004","1360",NA,NA,NA,NA,NA,NA,1940,"1940s"
"77104","PUR014144","50089",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45973","Guatemala","Jalapa",NA,"Mountains along the road between Jalapa and San Pedro Pinula","14.616429999999999","-89.842983000000004","1400-1800",NA,NA,NA,NA,NA,NA,1940,"1940s"
"75465","PUR014140","50090",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45958","Guatemala","Jutiapa",NA,"Hills between Jutiapa and Plan de Urritia, N of Jutiapa","14.166667","-89.833332999999996","900-1200",NA,NA,NA,NA,NA,NA,1940,"1940s"
"1882","PUR014149","51312",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1946,"45987","Honduras","Morazan","vicinity of El Zamorano",NA,"14.016667","-87.033332999999999","780-900",NA,NA,NA,NA,NA,NA,1940,"1940s"
"29776","PUR014157","838",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1924,"45663","Panama","Panama","Tunba Muerto Road, near Panama, Province of Panama",NA,"8.266667","-82.283332999999999",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"87954",NA,"50087",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1941,"45708","Guatemala","Quetzaltenango",NA,"Between Colomba and Las Mercedes","14.74122","-91.663939999999997","600-900",NA,NA,NA,NA,NA,NA,1940,"1940s"
"704",NA,"797",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1917,"45670","Guatemala","Retalhuleu","San Felipe",NA,"14.452835","-91.763503999999998",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"66754","PUR014148","49019",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1939,"45715","Guatemala","Retalhuleu",NA,NA,"14.452835","-91.763503999999998","300",NA,NA,NA,NA,NA,NA,1930,"1930s"
"19577",NA,"794",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1921,"46011","El Salvador","San Salvador","vicinity of San Salvador",NA,"13.708610999999999","-89.203056000000004","650-850",NA,NA,NA,NA,NA,NA,1920,"1920s"
"23583",NA,"795",NA,NA,"Coleosporiaceae","Coleosporium","vernoniae",NA,"Berk. & M.A. Curtis",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1922,"45746","El Salvador","San Salvador","vicinity of San Salvador",NA,"13.708610999999999","-89.203056000000004","650-850",NA,NA,NA,NA,NA,NA,1920,"1920s"
"H96-36","PUR014188","N9699",NA,1619,"Coleosporiaceae","Coleosporium","elephantopodis",NA,"Schwein. Thüm",NA,NA,FALSE,FALSE,NA,NA,"Asteraceae","Cichorioideae","Elephantopus","mollis","H.B.K.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1996,"45872","Honduras","Copan","San Agustin",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1990,"1990s"
"1174","PUR008849","1913",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Verbesina","montanoifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1898,"45949","Guatemala","Michoacan","Patzcuaro",NA,"15.454542","-90.438964999999996",NA,NA,NA,NA,NA,NA,NA,1890,"1890s"
"3214","PUR008850","1914",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Verbesina","montanoifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1898,"45949","Guatemala","Michoacan","Patzcuaro",NA,"15.454542","-90.438964999999996",NA,NA,NA,NA,NA,NA,NA,1890,"1890s"
NA,"PUR008851","1915",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Verbesina","montanoifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1899,"45940","Guatemala","Michoacan","Patzcuaro",NA,"15.454542","-90.438964999999996",NA,NA,NA,NA,NA,NA,NA,1890,"1890s"
"77745","PUR016690","50243",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","morelii",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45982","Guatemala","Santa Rosa",NA,"along road SE of Barberena","14.074166999999999","-90.416667000000004","1100-1180",NA,NA,NA,NA,NA,NA,1940,"1940s"
"1","PUR016687","229",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","muricata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1914,"46022","Guatemala","Guatemala","Guatemala City",NA,"14.62111","-90.526939999999996",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"75059","PUR016689","50245",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","murucoides",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45954","Guatemala","Jutiapa",NA,"vicinity of Jutiapa","14.166667","-89.833332999999996","850",NA,NA,NA,NA,NA,NA,1940,"1940s"
"63852","PUR016688","49106",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","murucoides",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1938,"45962","Guatemala","Sacatepequez",NA,"Near Antigua","14.561109999999999","-90.734440000000006","1500-1600",NA,NA,NA,NA,NA,NA,1930,"1930s"
"415","PUR008852","1916",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Verbesina","myriocephala",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"45670","Costa Rica","Alajuela","San Ramon",NA,"10.088020999999999","-84.470217000000005",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"12072","PUR008853","51322",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Verbesina","myriocephala",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1947,"45879","Honduras","El Paraiso","near Las Casitas","in pine-oak forest","14.054836","-86.85","900",NA,NA,NA,NA,NA,NA,1940,"1940s"
"75210","PUR008854","50013",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Verbesina","myriocephala",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45954","Guatemala","Jutiapa",NA,"vicinity of Jutiapa","14.166667","-89.833332999999996","850",NA,NA,NA,NA,NA,NA,1940,"1940s"
"JRH143",NA,"BPI863606","JRH 2003-143",NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,"Basionym, Uredo ipomoeae Schwein",FALSE,FALSE,NA,"II","Convolvulaceae",NA,"Ipomoea","neei",NA,"MF769676","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,2003,"45990","Costa Rica","Alajuela","Monte de San Mateo",NA,"9.9488679999999992","-84.476551999999998","695",NA,"field collection","Hernandez, Jose",NA,FALSE,NA,2000,"2000s"
"JRH195",NA,"BPI863954","JRH 2003-195",NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,"Basionym, Uredo ipomoeae Schwein",FALSE,FALSE,NA,"II","Convolvulaceae",NA,"Ipomoea","nil",NA,"MF769641","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,2003,"45993","Costa Rica","Alajuela","Centro Conservacion Santa Ana",NA,"9.9413999999999998","-84.193477999999999","862",NA,"field collection","Hernandez, Jose",NA,FALSE,NA,2000,"2000s"
"JRH208",NA,"BPI863955","JRH 2003-208",NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,"Basionym, Uredo ipomoeae Schwein",FALSE,FALSE,NA,"II-III","Convolvulaceae",NA,"Ipomoea","nil",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,2003,"45995","Honduras","Francisco Morazan","Zamorano Pan-American Agricultural School, campus","horiticultural field, Zona 2","14.0108","-87.011200000000002","808",NA,"field collection","Hernandez, Jose",NA,FALSE,NA,2000,"2000s"
"412","PUR014744","868",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","oerstedianum","Benth","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"45669","Costa Rica","Alajuela","San Ramon",NA,"10.088020999999999","-84.470217000000005",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"3877","PUR014739","48602",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","oerstedianum","Benth","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45861","Belize","Cayo","San Agustin",NA,"17.15605","-89.060239999999993",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"3946","PUR014740","48603",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","oerstedianum","Benth","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45864","Belize","Cayo","San Agustin",NA,"17.15605","-89.060239999999993",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"236","PUR014742","866",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Eupatorium","oerstedianum","Benth","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"46001","Costa Rica","San José",NA,NA,"9.9333329999999993","-84.083332999999996",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"354","PUR014743","867",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Eupatorium","oerstedianum","Benth","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"45660","Costa Rica","San José",NA,NA,"9.9333329999999993","-84.083332999999996",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
NA,"PUR014741","47627",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Eupatorium","oerstedianum","Benth","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1925,"45676","Costa Rica",NA,"Grecia",NA,"10.072426999999999","-84.311241999999993",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"5435","PUR016692","292",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","orizabensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1906,"45682","Guatemala","Escuintla","Palin","Moran","14.472030999999999","-90.631429999999995","1208.837",NA,NA,NA,NA,NA,NA,1900,"1900s"
"77471","PUR014789","50058",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Stevia","ovata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45977","Guatemala","Jalapa",NA,"Mountains about Chahuite, NW of Jalapa","14.616429999999999","-89.842983000000004","1650",NA,NA,NA,NA,NA,NA,1940,"1940s"
"135","PUR014793","49367",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Stevia","ovata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45953","Guatemala","Chimaltenango","Alameda",NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"79991","PUR014788","50059",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Stevia","ovata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"46015","Guatemala","Chimaltenango",NA,"Along Rio Guacalate, SE of Chimaltenango","14.640002000000001","-90.918604000000002","1700",NA,NA,NA,NA,NA,NA,1940,"1940s"
"60015","PUR014791","49017",NA,NA,"Coleosporiaceae","Coleosporium","steviae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Stevia","ovata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1938,"46006","Guatemala","Chimaltenango",NA,"above Las Calderas","14.640002000000001","-90.918604000000002","1800-2100",NA,NA,NA,NA,NA,NA,1930,"1930s"
"75264","PUR016693","50244",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","parasitica",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45954","Guatemala","Jutiapa",NA,"vicinity of Jutiapa","14.166667","-89.833332999999996","850",NA,NA,NA,NA,NA,NA,1940,"1940s"
"1385","PUR016694","51315",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","pedicellaris",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1946,"45987","Honduras","Morazan","vicinity of El Zamorano",NA,"14.016667","-87.033332999999999","780-900",NA,NA,NA,NA,NA,NA,1940,"1940s"
"172","PUR008855","1919",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Verbesina","perymenioides",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"45690","Guatemala","Solola","San Lucas Toliman",NA,"14.770436","-91.279419000000004","1554.48",NA,NA,NA,NA,NA,NA,1910,"1910s"
"181","PUR016697","274",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","petri",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"45690","Guatemala","Solola","San Lucas Toliman",NA,"14.770436","-91.279419000000004","1554.48",NA,NA,NA,NA,NA,NA,1910,"1910s"
"619","PUR016696","273",NA,NA,"Coleosporiaceae","Coleosporium","ipomoeae",NA,"(Schwein.) Burrill",NA,NA,NA,NA,NA,NA,"Convolvulaceae",NA,"Ipomoea","petri",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"46013","Guatemala","Escuintla","Palin","Moran","14.472030999999999","-90.631429999999995",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"70441","PUR009185","48970",NA,NA,"Coleosporiaceae","Coleosporium","paraphysatum",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Vernonioideae","Sinclairia","platylepis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1939,"45749","Guatemala","Alta Verapaz",NA,"Region of Chelac, NE of Carch","15.593558","-90.217023999999995","1500",NA,NA,NA,NA,NA,NA,1930,"1930s"
"90530","PUR008856","51649",NA,NA,"Coleosporiaceae","Coleosporium","anceps",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Verbesina","pleistocephala",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1941,"45748","Guatemala","Alta Verapaz",NA,"Along Rio Frio, about 8 km. below Tactic","15.593558","-90.217023999999995","1400",NA,NA,NA,NA,NA,NA,1940,"1940s"
"3785","PUR009186","48604",NA,NA,"Coleosporiaceae","Coleosporium","paraphysatum",NA,"Dietel & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Vernonioideae","Sinclairia","polyantha",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45848","Belize","Cayo","Cohune Ridge",NA,"17.154677","-89.059174999999996","1546",NA,NA,NA,NA,NA,NA,1930,"1930s"
