"CollectorNo","Barcode","CollectionNo","AddlNo","URB_No","Family","Genus","Species","Infraspecific rank","ScientificNameAuthorship","Qualifiers","TaxonomyNotes","NewReport","Type","TypeName","Stage","HostFam","HostSubFam","HostGen","HostSp","HostScientificNameAuthorship","28S","CO3","EF1a","ITS","SSU","HOST seq","Genome","Pub","Year","Day-Month","Country","StateProvince","City","Locale","Lat","Long","elev m","collection notes","Sources","Collector","Mycoparasites present","Photos","Reference","decade","decade_label"
"MCA3401",NA,"N22939",NA,NA,"Crossopsoraceae",NA,NA,NA,NA,NA,"No known rust on this host genus; Stomatisora?",FALSE,FALSE,NA,NA,"Cyclanthaceae",NA,"Asplundia",NA,NA,"TRUE","TRUE",FALSE,FALSE,"TRUE",NA,NA,NA,2007,"Aug 21","Belize","Cayo","Maya Mountains, Doyle's Delight","way to water creek","16.510000","-89.018400","969","*new record; only one rust known from the entire family, none known from this genus","field collection","Aime, M.C.",NA,FALSE,NA,2000,"2000s"
NA,NA,"N9380",NA,NA,"Pucciniaceae","Aecidium",NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,"Asteraceae",NA,NA,NA,NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1996,NA,"Honduras","Francisco Morazan",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1990,"1990s"
"U18",NA,"BPI843633",NA,NA,"Pucciniaceae","Aecidium","kalanchoe",NA,"J.R. Hern",NA,"Puccinia; needs phylo to confirm & make new comb.",FALSE,TRUE,"Holotype","III","Crassulaceae",NA,"Kalanchoe",NA,NA,"AY463163","FALSE",FALSE,FALSE,"TRUE",NA,NA,NA,2003,"45784","Costa Rica","nd",NA,NA,NA,NA,NA,"nursery in ID, imported from Costa Rica","nursery plant",NA,NA,FALSE,NA,2000,"2000s"
NA,NA,"N8764",NA,NA,"Pucciniaceae","Aecidium",NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,"Asteraceae","Asteroideae","Mikania",NA,NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1996,NA,"Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1990,"1990s"
NA,"PUR057980","N10717",NA,NA,"Raveneliaceae","Aecidium",NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,"Verbenaceae",NA,"Petrea",NA,NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1996,NA,"Honduras","Francisco Morazan",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1990,"1990s"
"19433","PUR057584","43099",NA,NA,"Pucciniaceae","Aecidium","albicans",NA,"Arthur & Holw.",NA,NA,NA,NA,NA,NA,"Phyllanthaceae",NA,"Phyllanthus","acidus",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1921,"46021","El Salvador","San Salvador","vicinity of Tonacatepeque",NA,"13.701667","-89.109443999999996",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
NA,NA,"43278",NA,NA,"Pucciniaceae","Aecidium","abscedens",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Rubiaceae",NA,"Randia","aculeata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"46006","Costa Rica","San José",NA,NA,"9.9333329999999993","-84.083332999999996",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
NA,NA,"51668",NA,NA,"Pucciniaceae","Aecidium","abscedens",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Solanaceae",NA,"Randia","aculeata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45981","Guatemala","Santa Rosa",NA,"near Cuilapa","14.074166999999999","-90.416667000000004","895",NA,NA,NA,NA,NA,NA,1940,"1940s"
NA,NA,"43286",NA,NA,"Pucciniaceae","Aecidium","abscedens",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Rubiaceae",NA,"Randia","aculeata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45840","Costa Rica","Cartago",NA,NA,"9.8333329999999997","-83.75",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
NA,"PUR057588","47437",NA,NA,"Pucciniaceae","Aecidium","albicans",NA,"Arthur & Holw.",NA,NA,NA,FALSE,NA,NA,"Phyllanthaceae",NA,"Phyllanthus","acuminatus","Vahl.","FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1924,"46015","Costa Rica","San José","La Caja near San Jose",NA,"9.9333299999999998","-84.083330000000004",NA,NA,NA,NA,NA,NA,"Fungi in itin I. p324",1920,"1920s"
"362","PUR001772","43252",NA,NA,"Pucciniaceae","Aecidium","tenerius",NA,"Arthur & Holw.",NA,NA,NA,NA,"Holotype",NA,"Solanaceae",NA,"Acnistus","arborescens",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"45660","Costa Rica","San José",NA,NA,"9.9333329999999993","-84.083332999999996",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
NA,NA,"43289",NA,NA,"Pucciniaceae","Aecidium","pulverulentum",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Solanaceae",NA,"Randia","armata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45887","Panama",NA,"Alehjuela",NA,"9.2548189999999995","-79.581726000000003",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"327","PUR001822","43100",NA,NA,"Pucciniaceae","Aecidium","albicans",NA,"Arthur & Holw.",NA,NA,NA,NA,"Holotype",NA,"Phyllanthaceae",NA,"Phyllanthus","brasiliensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"46021","Costa Rica","Alajuela","Orotina",NA,"9.9119720000000004","-84.52337",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"504","PUR057587","43103",NA,NA,"Pucciniaceae","Aecidium","albicans",NA,"Arthur & Holw.",NA,NA,NA,NA,NA,NA,"Phyllanthaceae",NA,"Phyllanthus","brasiliensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"45707","Guatemala","Escuintla",NA,NA,"14.166667","-91","301",NA,NA,NA,NA,NA,NA,1910,"1910s"
"709","PUR057586","43102",NA,NA,"Pucciniaceae","Aecidium","albicans",NA,"Arthur & Holw.",NA,NA,NA,NA,NA,NA,"Phyllanthaceae",NA,"Phyllanthus","brasiliensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1917,"45670","Guatemala","Retalhuleu",NA,NA,"14.452835","-91.763503999999998",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"294","PUR057585","43101",NA,NA,"Pucciniaceae","Aecidium","albicans",NA,"Arthur & Holw.",NA,NA,NA,NA,NA,NA,"Phyllanthaceae",NA,"Phyllanthus","brasiliensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1915,"46017","Costa Rica",NA,NA,NA,"9.9333329999999993","-84.083332999999996",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
"41","PUR057896","53056",NA,NA,"Pucciniaceae","Aecidium","cordiae",NA,"Henn.",NA,NA,NA,NA,NA,NA,"Boraginaceae",NA,"Cordia","bullata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1950,"45839","Honduras",NA,"Escula Agricola Panamamericana",NA,"14.05","-87.216667000000001",NA,NA,NA,NA,NA,NA,NA,1950,"1950s"
"11637","PUR057898","51304",NA,NA,"Pucciniaceae","Aecidium","cordiae",NA,"Henn.",NA,NA,NA,NA,NA,NA,"Boraginaceae",NA,"Cordia","bullata globosa",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1947,"45872","Honduras","Morazan","vicinity of El Zamorano",NA,"14.016667","-87.033332999999999","780-900",NA,NA,NA,NA,NA,NA,1940,"1940s"
"12277","PUR057899","51303",NA,NA,"Pucciniaceae","Aecidium","cordiae",NA,"Henn.",NA,NA,NA,NA,NA,NA,"Boraginaceae",NA,"Cordia","bullata globosa",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1947,"45883","Honduras","Morazan","Above El Zamorano, road from Jicarito toward El Pedregal,",NA,"14.027511000000001","-87.331086999999997",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
NA,"PUR057225","42995",NA,NA,"Pucciniaceae","Aecidium","loranthi",NA,"Thüm.",NA,NA,NA,FALSE,NA,NA,"Loranthaceae",NA,"Psittacanthus","calyculatus",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1902,"45715","Guatemala",NA,NA,NA,"15.454542","-90.438964999999996",NA,NA,NA,NA,NA,NA,NA,1900,"1900s"
"1432","PUR057318","52842",NA,NA,"Pucciniaceae","Aecidium","verannonae",NA,"Beenken",NA,NA,NA,NA,NA,NA,"Annonaceae",NA,"Annona","cherimola",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1946,"45856","El Salvador",NA,"10 km. N of San Miguel",NA,"13.823664000000001","-89.216667000000001","10",NA,NA,NA,NA,NA,NA,1940,"1940s"
NA,"PUR057510","N7213",NA,NA,"Pucciniaceae","Aecidium","vinnulum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,FALSE,NA,NA,"Malpighiaceae",NA,"Byrsonima","crassifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1927,"45870","Panama","Chiriqui","Progreso",NA,"8.4","-82.316666999999995",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"46","PUR057900","53055",NA,NA,"Pucciniaceae","Aecidium","cordiae",NA,"Henn.",NA,NA,NA,NA,NA,NA,"Bignoniaceae",NA,"Cordia","guanacastensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1950,"45842","Honduras",NA,"Escula Agricola Panamamericana",NA,"14.05","-87.216667000000001",NA,NA,NA,NA,NA,NA,NA,1950,"1950s"
NA,"PUR057851","43199",NA,NA,"Pucciniaceae","Aecidium","jacquemontiae",NA,"Ellis & Everh.",NA,NA,NA,FALSE,NA,NA,"Convolvulaceae",NA,"Odonellia","hirtiflora",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1914,"45709","Panama","Balboa","Canal Zone",NA,"9.0666670000000007","-79.666667000000004","301",NA,NA,NA,NA,NA,NA,1910,"1910s"
"176","PUR057319","53051",NA,NA,"Pucciniaceae","Aecidium","verannonae",NA,"Beenken",NA,NA,NA,NA,NA,NA,"Annonaceae",NA,"Annona","holosericea",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1950,"45881","Honduras",NA,NA,NA,"14.712","-86.807982999999993",NA,NA,NA,NA,NA,NA,NA,1950,"1950s"
"121","PUR057917","43216",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","horrida",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45834","Costa Rica",NA,NA,NA,"9.8587579999999999","-84.092301000000006",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"198","PUR057918","43217",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","horrida",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45840","Costa Rica",NA,NA,NA,"9.8333329999999997","-83.75",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"254","PUR057919","43218",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","horrida",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45844","Costa Rica","Cartago","El Alto",NA,"9.8932470000000006","-83.941208000000003",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"4326","PUR001781","43201",NA,NA,"Pucciniaceae","Aecidium","guatemalense",NA,"F. Kern & Kellerm.",NA,NA,NA,NA,"Holotype",NA,"Bignoniaceae",NA,"Heliotropium","indicum",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1905,"45728","Guatemala","Zacapa","Gualan",NA,"15.216666999999999","-89.283332999999999","122",NA,NA,NA,NA,NA,NA,1900,"1900s"
"582","PUR057927","53050",NA,NA,"Pucciniaceae","Aecidium","guatemalense",NA,"F. Kern & Kellerm.",NA,NA,NA,NA,NA,NA,"Bignoniaceae",NA,"Heliotropium","indicum",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1951,"45942","Honduras",NA,"Escula Agricola Panamamericana",NA,"14.05","-87.216667000000001",NA,NA,NA,NA,NA,NA,NA,1950,"1950s"
"736","PUR057920","49337",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","involucrata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45823","Guatemala",NA,NA,NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"861","PUR057921","49338",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","involucrata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45823","Guatemala",NA,NA,NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"769","PUR057922","49335",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","involucrata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45804","Guatemala",NA,NA,NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"686","PUR057923","49336",NA,NA,"Pucciniaceae","Aecidium","lantanae",NA,"Mayor",NA,NA,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana","involucrata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45804","Guatemala",NA,NA,NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"237","PUR001812","43093",NA,NA,"Pucciniaceae","Aecidium","seriatum",NA,"Arthur",NA,NA,NA,NA,"Holotype",NA,"Euphorbiaceae",NA,"Euphorbia","lancifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1905,"45781","Guatemala","Alta Verapaz",NA,"between Cajval and Chimente, along Cahab¢n River","15.593558","-90.217023999999995","200",NA,NA,NA,NA,NA,NA,1900,"1900s"
"70520","PUR057634","49089",NA,NA,"Pucciniaceae","Aecidium","seriatum",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia","lancifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1939,"45752","Guatemala","Alta Verapaz",NA,"below Tamahu","15.593558","-90.217023999999995",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"43294",NA,NA,"Pucciniaceae","Aecidium","psychotriae",NA,"Henn.",NA,NA,NA,NA,NA,NA,"Rubiaceae",NA,"Margaritopsis","microdon",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45887","Panama","Alajuela",NA,NA,"9.2663399999999996","-79.578293000000002",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
NA,NA,"43293",NA,NA,"Pucciniaceae","Aecidium","psychotriae",NA,"Henn.",NA,NA,NA,NA,NA,NA,"Rubiaceae",NA,"Margaritopsis","microdon",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45857","Costa Rica","Colombiana",NA,NA,"9.9046450000000004","-83.802757999999997",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"1912","PUR057704","49869",NA,NA,"Pucciniaceae","Aecidium","fuchsiae",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,NA,NA,"Onagraceae",NA,"Fuchsia","microphylla",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1941,"45829","Guatemala",NA,NA,NA,"14.41506","-90.596350000000001",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
NA,NA,"N8917",NA,24,"Pucciniaceae","Aecidium","farameae",NA,"Arthur",NA,NA,FALSE,FALSE,NA,NA,"Rubiaceae",NA,"Faramea","occidentalis",NA,"TRUE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1992,NA,"Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1990,"1990s"
"6178",NA,"48634",NA,NA,"Pucciniaceae","Aecidium","farameae",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Rubiaceae",NA,"Faramea","occidentalis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45809","Belize","Cayo","Arenal",NA,"17.154677","-89.059174999999996",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"156","PUR057833","53049",NA,NA,"Pucciniaceae","Aecidium","leporinum",NA,"Arthur",NA,NA,NA,NA,NA,NA,"Apocynaceae",NA,"Cascabela","ovata",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1950,"45911","Honduras",NA,NA,NA,"14.712","-86.807982999999993",NA,NA,NA,NA,NA,NA,NA,1950,"1950s"
"543","PUR057685","53059",NA,NA,"Pucciniaceae","Aecidium","triumfettae",NA,"Vienn.-Bourg.",NA,NA,NA,NA,NA,NA,"Malvaceae",NA,"Triumfetta","polyandra",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1951,"45923","Honduras",NA,NA,NA,"14.712","-86.807982999999993",NA,NA,NA,NA,NA,NA,NA,1950,"1950s"
NA,NA,"N2829",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Eupatorium","prunellaefolium",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1960,"45881","Guatemala","Quetzaltenango",NA,"Volcan Santa Maria","14.74122","-91.663939999999997","3770",NA,NA,NA,NA,NA,NA,1960,"1960s"
"83365","PUR057990","50276",NA,NA,"Pucciniaceae","Aecidium","lycianthis",NA,"Cummins",NA,NA,NA,NA,NA,NA,"Solanaceae",NA,"Lycianthes","quichensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1941,"45671","Guatemala","Quetzaltenango",NA,"on the W slope of Volcean de Zunil, Aguas Amargas","14.74122","-91.663939999999997",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
"1877","PUR001767","49871",NA,NA,"Pucciniaceae","Aecidium","lycianthis",NA,"Cummins",NA,NA,NA,NA,"Holotype",NA,"Solanaceae",NA,"Lycianthes","quichensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1941,"45829","Guatemala","Chimaltenango","Las Calderas",NA,"14.640002000000001","-90.918604000000002",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
"1708","PUR057989","49721",NA,NA,"Pucciniaceae","Aecidium","lycianthis",NA,"Cummins",NA,NA,NA,NA,NA,NA,"Solanaceae",NA,"Lycianthes","quichensis",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"45966","Guatemala","Chimaltenango",NA,NA,"14.640002000000001","-90.918604000000002",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
"122","PUR057697","N6676",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Onagraceae",NA,"Lopezia","racemosa",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45834","Costa Rica",NA,NA,NA,"9.8587579999999999","-84.092301000000006",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
"122","PUR057698","N6677",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Onagraceae",NA,"Lopezia","racemosa",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45834","Costa Rica",NA,NA,NA,"9.8587579999999999","-84.092301000000006",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
NA,NA,"N10557",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Baccharis","serraefolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45860","Guatemala","Chimaltenango","Manchen",NA,"15.2","-89.2",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"N10560",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Baccharis","serraefolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45823","Guatemala","Chimaltenango","Alameda",NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"N10555",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Baccharis","serraefolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1940,"0/0","Guatemala","Chimaltenango",NA,NA,"14.666667","-90.916667000000004",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
NA,NA,"N10556",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Baccharis","serraefolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45808","Guatemala","Sacatepequez","Antigua",NA,"14.561109999999999","-90.734440000000006",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"N10559",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Baccharis","serraefolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45814","Guatemala",NA,NA,NA,"15.454542","-90.438964999999996",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"79","PUR002056","49815",NA,NA,"Pucciniaceae","Aecidium","archibaccharidis",NA,"Cummins",NA,NA,NA,NA,"Isotype",NA,"Asteraceae",NA,"Archibaccharis","serratifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45860","Guatemala","Chimaltenango","Manchen",NA,"15.2","-89.2",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"49814",NA,NA,"Pucciniaceae","Aecidium","archibaccharidis",NA,"Cummins",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Archibaccharis","serratifolia",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45856","Guatemala","Chimaltenango","Manchen",NA,"15.2","-89.2",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"434","PUR002067","43317",NA,NA,"Pucciniaceae","Aecidium","ampliatum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,"Type",NA,"Asteraceae","Asteroideae","Eupatorium","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1916,"45673","Costa Rica","Cartago","El Alto, near Cartago",NA,"9.8932470000000006","-83.941208000000003",NA,NA,NA,NA,NA,NA,NA,1910,"1910s"
NA,NA,"52768",NA,NA,"Pucciniaceae","Aecidium","ampliatum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1949,"46008","Costa Rica","Cartago",NA,NA,"9.8333329999999997","-83.75",NA,NA,NA,NA,NA,NA,NA,1940,"1940s"
NA,NA,"49444",NA,NA,"Pucciniaceae","Aecidium","ampliatum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45814","Guatemala","Chimaltenango","Alameda",NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"49441",NA,NA,"Pucciniaceae","Aecidium","ampliatum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45823","Guatemala","Chimaltenango","Alameda",NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"49442",NA,NA,"Pucciniaceae","Aecidium","ampliatum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45823","Guatemala","Chimaltenango","Alameda",NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"49443",NA,NA,"Pucciniaceae","Aecidium","ampliatum",NA,"H.S. Jacks. & Holw.",NA,NA,NA,NA,NA,NA,"Asteraceae","Asteroideae","Eupatorium","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1937,"45823","Guatemala","Chimaltenango","Alameda",NA,"14.85852","-91.963120000000004",NA,NA,NA,NA,NA,NA,NA,1930,"1930s"
"3905","PUR001785","48638",NA,NA,"Pucciniaceae","Aecidium","belizense",NA,"Mains",NA,NA,NA,NA,"Isotype",NA,"Convolvulaceae",NA,"Ipomoea","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1936,"45860","Belize","Cayo","Macaw Bank",NA,"17.154677","-89.059174999999996","1546",NA,NA,NA,NA,NA,NA,1930,"1930s"
NA,NA,"N4627",NA,NA,"Pucciniaceae","Aecidium",NA,NA,"Pers.",NA,NA,NA,NA,NA,NA,"Asteraceae",NA,"Mikania","sp.",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45869","Costa Rica","Limon","Siguirres",NA,"10.095157","-83.506934999999999",NA,NA,NA,NA,NA,NA,NA,1920,"1920s"
NA,"PUR057321","N8944",NA,2377,"Pucciniaceae","Aecidium","annonae",NA,"Henn.",NA,NA,FALSE,FALSE,NA,NA,"Annonaceae",NA,"Annona","spraguei",NA,"FALSE","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1995,"Sep 21","Panama","Barro Colorado Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1990,"1990s"
"1240","PUR057327","43011",NA,NA,"Pucciniaceae","Aecidium","verannonae",NA,"Beenken",NA,"unknown genus near Kimuromyces; needs multiple loci and phylo workup",FALSE,TRUE,"Isotype",NA,"Annonaceae",NA,"Annona","spraguei",NA,"KF528007","FALSE",FALSE,FALSE,"FALSE",NA,NA,NA,1923,"45890","Panama","Juan Diaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,1920,"1920s"
